Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Final MVP,HOF
1950-1951,Arnie Risen,14,456.0,16.18,0.457,0.096,0.565,0.096,0.096,0.096,11.28,0.096,0.096,0.096,0.096,0.9,1.1,2.1,0.096,0.096,0.096,0.096,,0,0
1950-1951,Bill Calhoun,14,478.8,18.38,0.506,0.133,0.583,0.133,0.133,0.133,11.26,0.133,0.133,0.133,0.133,0.5,0.3,0.7,0.133,0.133,0.133,0.133,,0,0
1950-1951,Bill Closs,2,36.0,9.22,0.343,-0.046,0.625,-0.046,-0.046,-0.046,12.12,-0.046,-0.046,-0.046,-0.046,0.0,0.0,0.0,-0.046,-0.046,-0.046,-0.046,,0,0
1950-1951,Bill Gabor,7,150.6,11.6,0.403,0.053,0.194,0.053,0.053,0.053,11.28,0.053,0.053,0.053,0.053,-0.1,0.2,0.1,0.053,0.053,0.053,0.053,,0,0
1950-1951,Bob Cousy,2,44.6,3.58,0.296,-0.13,0.286,-0.13,-0.13,-0.13,7.34,-0.13,-0.13,-0.13,-0.13,-0.4,0.1,-0.3,-0.13,-0.13,-0.13,-0.13,,0,1
1950-1951,Bob Davies,14,464.2,14.14,0.412,0.067,0.342,0.067,0.067,0.067,17.96,0.067,0.067,0.067,0.067,0.1,0.7,0.8,0.067,0.067,0.067,0.067,,0,1
1950-1951,Bob Donham,2,41.4,11.18,0.455,0.054,1.333,0.054,0.054,0.054,16.92,0.054,0.054,0.054,0.054,0.0,0.0,0.1,0.054,0.054,0.054,0.054,,0,0
1950-1951,Bob Harris,2,42.8,4.18,0.268,-0.117,0.7,-0.117,-0.117,-0.117,11.14,-0.117,-0.117,-0.117,-0.117,-0.1,0.0,-0.1,-0.117,-0.117,-0.117,-0.117,,0,0
1950-1951,Bob Harrison,7,150.6,11.6,0.486,0.053,0.154,0.053,0.053,0.053,11.28,0.053,0.053,0.053,0.053,0.3,0.1,0.5,0.053,0.053,0.053,0.053,,0,0
1950-1951,Bob Lavoy,3,46.8,6.08,0.163,-0.081,0.714,-0.081,-0.081,-0.081,10.32,-0.081,-0.081,-0.081,-0.081,-0.1,0.0,-0.1,-0.081,-0.081,-0.081,-0.081,,0,0
1950-1951,Bobby Wanzer,14,478.8,18.38,0.581,0.133,0.554,0.133,0.133,0.133,11.26,0.133,0.133,0.133,0.133,2.0,0.6,2.7,0.133,0.133,0.133,0.133,,0,0
1950-1951,Bones McKinney,2,70.4,15.46,0.478,0.053,0.2,0.053,0.053,0.053,15.82,0.053,0.053,0.053,0.053,0.1,0.1,0.2,0.053,0.053,0.053,0.053,,0,0
1950-1951,Bruce Hale,1,14.6,0.32,0.532,0.031,0.517,0.031,0.031,0.031,5.66,0.031,0.031,0.031,0.031,0.0,0.0,0.0,0.031,0.031,0.031,0.031,,0,0
1950-1951,Bud Grant,6,153.6,11.82,0.446,0.029,0.273,0.029,0.029,0.029,18.1,0.029,0.029,0.029,0.029,0.0,0.0,0.0,0.029,0.029,0.029,0.029,,0,0
1950-1951,Chuck Cooper,2,55.2,10.66,0.352,-0.052,0.417,-0.052,-0.052,-0.052,17.68,-0.052,-0.052,-0.052,-0.052,-0.1,0.1,0.0,-0.052,-0.052,-0.052,-0.052,,0,1
1950-1951,Cliff Barker,3,59.4,3.22,0.197,-0.169,0.158,-0.169,-0.169,-0.169,12.36,-0.169,-0.169,-0.169,-0.169,-0.3,0.1,-0.2,-0.169,-0.169,-0.169,-0.169,,0,0
1950-1951,Connie Simmons,14,514.2,16.92,0.42,0.115,0.45,0.115,0.115,0.115,15.68,0.115,0.115,0.115,0.115,0.1,0.4,0.4,0.115,0.115,0.115,0.115,,0,0
1950-1951,Curly Armstrong,3,43.6,6.34,0.386,-0.03,0.053,-0.03,-0.03,-0.03,11.78,-0.03,-0.03,-0.03,-0.03,0.0,0.1,0.0,-0.03,-0.03,-0.03,-0.03,,0,0
1950-1951,Dick McGuire,14,482.4,16.3,0.358,0.091,0.663,0.091,0.091,0.091,15.2,0.091,0.091,0.091,0.091,-0.2,0.4,0.2,0.091,0.091,0.091,0.091,,0,1
1950-1951,Dick Mehen,3,53.4,10.84,0.423,0.01,0.138,0.01,0.01,0.01,14.62,0.01,0.01,0.01,0.01,0.0,0.1,0.1,0.01,0.01,0.01,0.01,,0,0
1950-1951,Dolph Schayes,7,217.0,17.36,0.537,0.136,0.61,0.136,0.136,0.136,11.48,0.136,0.136,0.136,0.136,1.2,0.4,1.6,0.136,0.136,0.136,0.136,,0,0
1950-1951,Don Lofgran,1,1.2,-4.46,0.388,0.017,0.167,0.017,0.017,0.017,0.0,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.017,0.017,0.017,0.017,,0,0
1950-1951,Don Otten,3,86.6,12.86,0.439,0.051,0.615,0.051,0.051,0.051,13.34,0.051,0.051,0.051,0.051,0.1,0.1,0.2,0.051,0.051,0.051,0.051,,0,0
1950-1951,Duane Klueh,2,29.6,1.46,0.167,-0.198,0.0,-0.198,-0.198,-0.198,13.66,-0.198,-0.198,-0.198,-0.198,-0.1,0.0,-0.1,-0.198,-0.198,-0.198,-0.198,,0,0
1950-1951,Ed Leede,2,53.4,3.14,0.202,-0.206,0.143,-0.206,-0.206,-0.206,14.24,-0.206,-0.206,-0.206,-0.206,-0.1,0.0,-0.1,-0.206,-0.206,-0.206,-0.206,,0,0
1950-1951,Ed Macauley,2,61.8,16.86,0.511,0.162,0.444,0.162,0.162,0.162,8.12,0.162,0.162,0.162,0.162,0.3,0.1,0.4,0.162,0.162,0.162,0.162,,0,1
1950-1951,Ed Mikan,2,59.0,13.18,0.357,-0.011,0.423,-0.011,-0.011,-0.011,16.56,-0.011,-0.011,-0.011,-0.011,-0.1,0.0,-0.1,-0.011,-0.011,-0.011,-0.011,,0,0
1950-1951,Ernie Vandeweghe,14,533.0,16.64,0.471,0.116,0.407,0.116,0.116,0.116,18.52,0.116,0.116,0.116,0.116,0.5,0.3,0.8,0.116,0.116,0.116,0.116,,0,0
1950-1951,Frank Kudelka,1,1.2,-4.46,0.376,0.017,0.75,0.017,0.017,0.017,0.0,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.017,0.017,0.017,0.017,,0,0
1950-1951,Fred Schaus,3,82.2,13.94,0.44,0.081,0.25,0.081,0.081,0.081,15.28,0.081,0.081,0.081,0.081,0.1,0.1,0.2,0.081,0.081,0.081,0.081,,0,0
1950-1951,Fred Scolari,7,224.0,14.6,0.42,0.061,0.29,0.061,0.061,0.061,17.12,0.061,0.061,0.061,0.061,0.0,0.2,0.3,0.061,0.061,0.061,0.061,,0,0
1950-1951,George Kaftan,8,206.4,9.26,0.336,-0.019,0.167,-0.019,-0.019,-0.019,12.38,-0.019,-0.019,-0.019,-0.019,-0.1,0.0,-0.1,-0.019,-0.019,-0.019,-0.019,,0,0
1950-1951,George Mikan,7,247.6,16.92,0.477,0.098,0.362,0.098,0.098,0.098,18.56,0.098,0.098,0.098,0.098,0.8,0.2,1.1,0.098,0.098,0.098,0.098,,0,1
1950-1951,George Ratkovicz,7,156.8,16.46,0.583,0.161,0.932,0.161,0.161,0.161,18.26,0.161,0.161,0.161,0.161,1.0,0.3,1.3,0.161,0.161,0.161,0.161,,0,0
1950-1951,George Senesky,2,55.0,1.78,0.289,-0.207,0.409,-0.207,-0.207,-0.207,23.46,-0.207,-0.207,-0.207,-0.207,-0.2,0.0,-0.2,-0.207,-0.207,-0.207,-0.207,,0,0
1950-1951,Harry Gallatin,14,456.0,16.18,0.463,0.096,0.621,0.096,0.096,0.096,11.28,0.096,0.096,0.096,0.096,0.7,0.5,1.2,0.096,0.096,0.096,0.096,,0,0
1950-1951,Jack Coleman,14,464.2,14.14,0.446,0.067,0.295,0.067,0.067,0.067,17.96,0.067,0.067,0.067,0.067,0.5,1.1,1.6,0.067,0.067,0.067,0.067,,0,0
1950-1951,Jack Kerris,3,94.0,11.66,0.378,0.041,0.385,0.041,0.041,0.041,15.48,0.041,0.041,0.041,0.041,-0.1,0.1,0.1,0.041,0.041,0.041,0.041,,0,0
1950-1951,Jim Pollard,7,162.4,11.86,0.392,0.029,0.278,0.029,0.029,0.029,10.94,0.029,0.029,0.029,0.029,-0.2,0.2,0.1,0.029,0.029,0.029,0.029,,0,1
1950-1951,Joe Fulks,2,62.6,14.7,0.427,0.061,0.551,0.061,0.061,0.061,10.22,0.061,0.061,0.061,0.061,0.0,0.0,0.1,0.061,0.061,0.061,0.061,,0,1
1950-1951,Joe Holland,3,48.0,13.92,0.463,0.107,0.111,0.107,0.107,0.107,12.22,0.107,0.107,0.107,0.107,0.1,0.1,0.2,0.107,0.107,0.107,0.107,,0,0
1950-1951,Joe Hutton,7,109.2,11.9,0.21,0.084,1.333,0.084,0.084,0.084,13.64,0.084,0.084,0.084,0.084,-0.1,0.0,-0.1,0.084,0.084,0.084,0.084,,0,0
1950-1951,Joe McNamee,13,264.2,10.1,0.357,0.049,0.293,0.049,0.049,0.049,12.46,0.049,0.049,0.049,0.049,-0.2,0.2,0.0,0.049,0.049,0.049,0.049,,0,0
1950-1951,John Mahnken,3,15.6,-6.46,0.133,-0.423,0.0,-0.423,-0.423,-0.423,17.92,-0.423,-0.423,-0.423,-0.423,-0.3,0.1,-0.2,-0.423,-0.423,-0.423,-0.423,,0,0
1950-1951,John Oldham,3,96.6,12.42,0.417,0.049,0.625,0.049,0.049,0.049,14.78,0.049,0.049,0.049,0.049,0.0,0.0,0.1,0.049,0.049,0.049,0.049,,0,0
1950-1951,Johnny Macknowski,2,55.4,15.12,0.454,0.058,0.231,0.058,0.058,0.058,18.36,0.058,0.058,0.058,0.058,0.0,0.0,0.1,0.058,0.058,0.058,0.058,,0,0
1950-1951,Ken Murray,3,58.2,5.68,0.259,-0.089,0.104,-0.089,-0.089,-0.089,11.96,-0.089,-0.089,-0.089,-0.089,-0.5,0.1,-0.4,-0.089,-0.089,-0.089,-0.089,,0,0
1950-1951,Kevin O'Shea,5,123.4,13.14,0.285,0.032,0.571,0.032,0.032,0.032,7.8,0.032,0.032,0.032,0.032,-0.1,0.0,-0.1,0.032,0.032,0.032,0.032,,0,0
1950-1951,Kleggie Hermsen,2,29.6,1.46,0.167,-0.198,0.0,-0.198,-0.198,-0.198,13.66,-0.198,-0.198,-0.198,-0.198,-0.1,0.0,-0.1,-0.198,-0.198,-0.198,-0.198,,0,0
1950-1951,Larry Foust,3,73.0,9.44,0.364,-0.018,0.222,-0.018,-0.018,-0.018,10.3,-0.018,-0.018,-0.018,-0.018,-0.2,0.2,0.0,-0.018,-0.018,-0.018,-0.018,,0,0
1950-1951,Leo Barnhorst,3,76.0,9.74,0.431,0.006,0.286,0.006,0.006,0.006,8.0,0.006,0.006,0.006,0.006,0.1,0.1,0.1,0.006,0.006,0.006,0.006,,0,0
1950-1951,Leo Mogus,1,14.6,0.32,0.532,0.031,0.517,0.031,0.031,0.031,5.66,0.031,0.031,0.031,0.031,0.0,0.0,0.0,0.031,0.031,0.031,0.031,,0,0
1950-1951,Leroy Chollet,7,76.8,2.04,0.245,-0.113,0.348,-0.113,-0.113,-0.113,8.66,-0.113,-0.113,-0.113,-0.113,-0.3,0.1,-0.2,-0.113,-0.113,-0.113,-0.113,,0,0
1950-1951,Max Zaslofsky,14,486.4,19.34,0.479,0.143,0.461,0.143,0.143,0.143,12.5,0.143,0.143,0.143,0.143,1.3,0.4,1.6,0.143,0.143,0.143,0.143,,0,0
1950-1951,Nat Clifton,14,464.2,14.14,0.362,0.067,0.39,0.067,0.067,0.067,17.96,0.067,0.067,0.067,0.067,-0.5,0.5,0.0,0.067,0.067,0.067,0.067,,0,0
1950-1951,Nelson Bobb,1,14.6,0.32,0.532,0.031,0.517,0.031,0.031,0.031,5.66,0.031,0.031,0.031,0.031,0.0,0.0,0.0,0.031,0.031,0.031,0.031,,0,0
1950-1951,Noble Jorgensen,7,221.0,16.44,0.475,0.119,0.512,0.119,0.119,0.119,12.42,0.119,0.119,0.119,0.119,0.2,0.1,0.3,0.119,0.119,0.119,0.119,,0,0
1950-1951,Paul Arizin,2,61.6,17.4,0.602,0.17,0.593,0.17,0.17,0.17,14.04,0.17,0.17,0.17,0.17,0.4,0.0,0.5,0.17,0.17,0.17,0.17,,0,1
1950-1951,Paul Noel,9,214.4,14.08,0.451,0.106,0.389,0.106,0.106,0.106,9.46,0.106,0.106,0.106,0.106,0.0,0.1,0.1,0.106,0.106,0.106,0.106,,0,0
1950-1951,Paul Seymour,7,111.0,6.56,0.297,-0.037,0.438,-0.037,-0.037,-0.037,13.62,-0.037,-0.037,-0.037,-0.037,-0.4,0.2,-0.2,-0.037,-0.037,-0.037,-0.037,,0,0
1950-1951,Paul Walther,3,60.8,15.64,0.625,0.099,2.143,0.099,0.099,0.099,12.42,0.099,0.099,0.099,0.099,0.2,0.0,0.3,0.099,0.099,0.099,0.099,,0,0
1950-1951,Pep Saul,9,253.2,9.14,0.349,-0.005,0.167,-0.005,-0.005,-0.005,10.04,-0.005,-0.005,-0.005,-0.005,-0.1,0.0,0.0,-0.005,-0.005,-0.005,-0.005,,0,0
1950-1951,Ralph Beard,3,79.8,13.18,0.482,0.08,0.279,0.08,0.08,0.08,11.62,0.08,0.08,0.08,0.08,0.3,0.1,0.4,0.08,0.08,0.08,0.08,,0,0
1950-1951,Ralph Johnson,3,43.6,6.34,0.38,-0.03,0.063,-0.03,-0.03,-0.03,11.78,-0.03,-0.03,-0.03,-0.03,-0.1,0.1,0.0,-0.03,-0.03,-0.03,-0.03,,0,0
1950-1951,Ray Lumpp,13,431.8,16.4,0.441,0.127,0.343,0.127,0.127,0.127,12.18,0.127,0.127,0.127,0.127,0.2,0.1,0.3,0.127,0.127,0.127,0.127,,0,0
1950-1951,Red Holzman,14,514.2,16.92,0.467,0.115,0.447,0.115,0.115,0.115,15.68,0.115,0.115,0.115,0.115,0.4,0.2,0.6,0.115,0.115,0.115,0.115,,0,0
1950-1951,Ron Livingstone,2,72.2,14.76,0.667,0.08,0.0,0.08,0.08,0.08,10.52,0.08,0.08,0.08,0.08,0.1,0.0,0.1,0.08,0.08,0.08,0.08,,0,0
1950-1951,Slater Martin,7,201.2,12.7,0.398,0.05,0.529,0.05,0.05,0.05,14.84,0.05,0.05,0.05,0.05,0.0,0.2,0.2,0.05,0.05,0.05,0.05,,0,1
1950-1951,Sonny Hertzberg,2,54.6,5.38,0.329,-0.141,0.385,-0.141,-0.141,-0.141,17.28,-0.141,-0.141,-0.141,-0.141,-0.1,0.0,-0.1,-0.141,-0.141,-0.141,-0.141,,0,0
1950-1951,Tex Ritter,3,72.0,3.98,0.276,-0.132,0.2,-0.132,-0.132,-0.132,12.4,-0.132,-0.132,-0.132,-0.132,-0.1,0.0,-0.1,-0.132,-0.132,-0.132,-0.132,,0,0
1950-1951,Tony Jaros,7,201.2,12.7,0.403,0.05,0.55,0.05,0.05,0.05,14.84,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.05,0.05,,0,0
1950-1951,Tony Lavelli,2,55.6,6.12,0.34,-0.126,0.4,-0.126,-0.126,-0.126,21.76,-0.126,-0.126,-0.126,-0.126,0.0,0.0,0.0,-0.126,-0.126,-0.126,-0.126,,0,0
1950-1951,Vern Gardner,2,70.2,19.72,0.59,0.196,0.375,0.196,0.196,0.196,15.16,0.196,0.196,0.196,0.196,0.1,0.0,0.1,0.196,0.196,0.196,0.196,,0,0
1950-1951,Vern Mikkelsen,7,226.8,16.02,0.467,0.122,0.49,0.122,0.122,0.122,15.58,0.122,0.122,0.122,0.122,0.5,0.2,0.7,0.122,0.122,0.122,0.122,,0,0
1950-1951,Vince Boryla,14,464.2,14.14,0.499,0.067,0.29,0.067,0.067,0.067,17.96,0.067,0.067,0.067,0.067,1.4,0.3,1.7,0.067,0.067,0.067,0.067,,0,0
1951-1952,Al Cervi*,7,88.0,13.8,0.449,0.088,0.767,0.088,0.088,0.088,32.9,0.088,0.088,0.088,0.088,0.0,0.1,0.2,0.088,0.088,0.088,0.088,,0,0
1951-1952,Al McGuire*,13,208.0,9.1,0.477,0.059,0.529,0.059,0.059,0.059,14.3,0.059,0.059,0.059,0.059,0.2,0.1,0.3,0.059,0.059,0.059,0.059,,0,0
1951-1952,Alex Hannum*,6,146.0,7.8,0.419,0.041,0.31,0.041,0.041,0.041,12.2,0.041,0.041,0.041,0.041,-0.1,0.2,0.1,0.041,0.041,0.041,0.041,,0,0
1951-1952,Andy Phillip*,3,122.0,17.4,0.592,0.103,1.263,0.103,0.103,0.103,35.8,0.103,0.103,0.103,0.103,0.3,-0.1,0.3,0.103,0.103,0.103,0.103,,0,0
1951-1952,Arnie Johnson,6,166.0,13.8,0.475,0.133,1.185,0.133,0.133,0.133,28.3,0.133,0.133,0.133,0.133,0.1,0.3,0.5,0.133,0.133,0.133,0.133,,0,0
1951-1952,Arnie Risen*,6,229.0,19.3,0.477,0.148,0.494,0.148,0.148,0.148,9.5,0.148,0.148,0.148,0.148,0.2,0.5,0.7,0.148,0.148,0.148,0.148,,0,0
1951-1952,Bill Closs,1,21.0,19.4,0.342,-0.049,0.5,-0.049,-0.049,-0.049,31.8,-0.049,-0.049,-0.049,-0.049,0.0,0.0,0.0,-0.049,-0.049,-0.049,-0.049,,0,0
1951-1952,Bill Gabor,7,80.0,11.5,0.425,0.028,0.485,0.028,0.028,0.028,27.1,0.028,0.028,0.028,0.028,0.0,0.1,0.0,0.028,0.028,0.028,0.028,,0,0
1951-1952,Bill Sharman*,1,27.0,27.4,0.603,0.262,0.083,0.262,0.262,0.262,72.5,0.262,0.262,0.262,0.262,0.1,0.0,0.1,0.262,0.262,0.262,0.262,,0,0
1951-1952,Bill Tosheff,2,68.0,-1.2,0.181,-0.19,0.167,-0.19,-0.19,-0.19,17.9,-0.19,-0.19,-0.19,-0.19,-0.4,0.1,-0.3,-0.19,-0.19,-0.19,-0.19,,0,0
1951-1952,Bob Brannum,3,48.0,0.1,0.307,-0.111,0.5,-0.111,-0.111,-0.111,11.7,-0.111,-0.111,-0.111,-0.111,-0.1,0.0,-0.1,-0.111,-0.111,-0.111,-0.111,,0,0
1951-1952,Bob Cousy*,3,138.0,25.4,0.551,0.227,0.677,0.227,0.227,0.227,32.1,0.227,0.227,0.227,0.227,0.6,0.0,0.7,0.227,0.227,0.227,0.227,,0,1
1951-1952,Bob Davies*,6,233.0,20.6,0.512,0.187,0.598,0.187,0.187,0.187,30.0,0.187,0.187,0.187,0.187,0.6,0.3,0.9,0.187,0.187,0.187,0.187,,0,1
1951-1952,Bob Donham,3,112.0,11.5,0.501,0.071,0.947,0.071,0.071,0.071,28.3,0.071,0.071,0.071,0.071,0.1,0.0,0.2,0.071,0.071,0.071,0.071,,0,0
1951-1952,Bob Harris,3,87.0,11.5,0.496,0.063,0.238,0.063,0.063,0.063,9.0,0.063,0.063,0.063,0.063,0.1,0.0,0.1,0.063,0.063,0.063,0.063,,0,0
1951-1952,Bob Harrison,12,235.0,12.9,0.49,0.131,0.25,0.131,0.131,0.131,21.9,0.131,0.131,0.131,0.131,0.3,0.3,0.6,0.131,0.131,0.131,0.131,,0,0
1951-1952,Bob Lavoy,2,78.0,13.3,0.393,0.029,0.296,0.029,0.029,0.029,10.5,0.029,0.029,0.029,0.029,-0.1,0.2,0.0,0.029,0.029,0.029,0.029,,0,0
1951-1952,Bobby Wanzer*,6,249.0,21.6,0.573,0.258,0.636,0.258,0.258,0.258,17.9,0.258,0.258,0.258,0.258,1.0,0.4,1.3,0.258,0.258,0.258,0.258,,0,0
1951-1952,Bones McKinney,3,20.0,-3.4,0.222,-0.284,0.0,-0.284,-0.284,-0.284,19.3,-0.284,-0.284,-0.284,-0.284,-0.1,0.0,-0.1,-0.284,-0.284,-0.284,-0.284,,0,0
1951-1952,Chuck Cooper*,3,128.0,8.0,0.495,0.055,0.76,0.055,0.055,0.055,5.6,0.055,0.055,0.055,0.055,0.1,0.0,0.1,0.055,0.055,0.055,0.055,,0,1
1951-1952,Chuck Share,2,35.0,26.8,0.72,0.386,0.455,0.386,0.386,0.386,20.5,0.386,0.386,0.386,0.386,0.3,0.0,0.3,0.386,0.386,0.386,0.386,,0,0
1951-1952,Connie Simmons,14,427.0,22.0,0.541,0.187,0.536,0.187,0.187,0.187,7.3,0.187,0.187,0.187,0.187,1.4,0.3,1.7,0.187,0.187,0.187,0.187,,0,0
1951-1952,Dick Dickey,3,31.0,6.4,0.361,-0.06,0.875,-0.06,-0.06,-0.06,27.6,-0.06,-0.06,-0.06,-0.06,0.0,0.0,0.0,-0.06,-0.06,-0.06,-0.06,,0,0
1951-1952,Dick McGuire*,14,546.0,16.0,0.501,0.1,0.804,0.1,0.1,0.1,34.3,0.1,0.1,0.1,0.1,0.8,0.4,1.1,0.1,0.1,0.1,0.1,,0,1
1951-1952,Dike Eddleman,2,37.0,11.3,0.419,-0.009,0.438,-0.009,-0.009,-0.009,22.4,-0.009,-0.009,-0.009,-0.009,0.0,0.0,0.0,-0.009,-0.009,-0.009,-0.009,,0,0
1951-1952,Dolph Schayes*,7,248.0,27.6,0.567,0.284,0.857,0.284,0.284,0.284,14.0,0.284,0.284,0.284,0.284,1.1,0.4,1.5,0.284,0.284,0.284,0.284,,0,0
1951-1952,Don Lofgran,2,10.0,-21.2,0.0,-0.464,0.0,-0.464,-0.464,-0.464,0.0,-0.464,-0.464,-0.464,-0.464,-0.1,0.0,-0.1,-0.464,-0.464,-0.464,-0.464,,0,0
1951-1952,Ed Macauley*,3,129.0,25.4,0.61,0.251,0.388,0.251,0.251,0.251,20.9,0.251,0.251,0.251,0.251,0.6,0.1,0.7,0.251,0.251,0.251,0.251,,0,1
1951-1952,Ed Mikan,3,74.0,8.3,0.399,-0.083,0.318,-0.083,-0.083,-0.083,5.7,-0.083,-0.083,-0.083,-0.083,-0.1,-0.1,-0.1,-0.083,-0.083,-0.083,-0.083,,0,0
1951-1952,Ernie Vandeweghe,14,414.0,15.4,0.523,0.124,0.508,0.124,0.124,0.124,14.7,0.124,0.124,0.124,0.124,0.8,0.2,1.1,0.124,0.124,0.124,0.124,,0,0
1951-1952,Frankie Brian,2,81.0,4.0,0.319,-0.109,0.25,-0.109,-0.109,-0.109,19.4,-0.109,-0.109,-0.109,-0.109,-0.2,0.0,-0.2,-0.109,-0.109,-0.109,-0.109,,0,0
1951-1952,Fred Schaus,2,90.0,13.9,0.402,-0.019,0.229,-0.019,-0.019,-0.019,30.4,-0.019,-0.019,-0.019,-0.019,-0.1,0.1,0.0,-0.019,-0.019,-0.019,-0.019,,0,0
1951-1952,George Kaftan,13,232.0,12.6,0.473,0.071,0.636,0.071,0.071,0.071,20.8,0.071,0.071,0.071,0.071,0.2,0.1,0.3,0.071,0.071,0.071,0.071,,0,0
1951-1952,George King,6,207.0,11.7,0.43,0.048,0.519,0.048,0.048,0.048,20.0,0.048,0.048,0.048,0.048,0.0,0.2,0.2,0.048,0.048,0.048,0.048,,0,0
1951-1952,George Mikan*,13,553.0,27.6,0.477,0.206,0.529,0.206,0.206,0.206,15.7,0.206,0.206,0.206,0.206,0.9,1.5,2.4,0.206,0.206,0.206,0.206,,0,1
1951-1952,George Ratkovicz,6,59.0,9.4,0.378,-0.003,1.333,-0.003,-0.003,-0.003,9.9,-0.003,-0.003,-0.003,-0.003,-0.1,0.1,0.0,-0.003,-0.003,-0.003,-0.003,,0,0
1951-1952,George Senesky,3,120.0,16.7,0.568,0.11,0.333,0.11,0.11,0.11,21.9,0.11,0.11,0.11,0.11,0.3,-0.1,0.3,0.11,0.11,0.11,0.11,,0,0
1951-1952,Gerry Calabrese,6,53.0,11.0,0.466,0.088,0.167,0.088,0.088,0.088,18.4,0.088,0.088,0.088,0.088,0.0,0.1,0.1,0.088,0.088,0.088,0.088,,0,0
1951-1952,Harry Gallatin*,14,471.0,16.4,0.5,0.096,0.541,0.096,0.096,0.096,8.7,0.096,0.096,0.096,0.096,0.6,0.3,0.9,0.096,0.096,0.096,0.096,,0,0
1951-1952,Howie Schultz,12,99.0,6.9,0.402,0.051,0.556,0.051,0.051,0.051,9.5,0.051,0.051,0.051,0.051,-0.1,0.2,0.1,0.051,0.051,0.051,0.051,,0,0
1951-1952,Jack Coleman,6,247.0,17.4,0.441,0.121,0.305,0.121,0.121,0.121,30.6,0.121,0.121,0.121,0.121,0.0,0.6,0.6,0.121,0.121,0.121,0.121,,0,0
1951-1952,Jack Kerris,2,63.0,16.8,0.434,0.037,1.0,0.037,0.037,0.037,26.7,0.037,0.037,0.037,0.037,0.0,0.1,0.0,0.037,0.037,0.037,0.037,,0,0
1951-1952,Jack Kiley,1,2.0,25.0,0.333,-0.499,0.0,-0.499,-0.499,-0.499,100.0,-0.499,-0.499,-0.499,-0.499,0.0,0.0,0.0,-0.499,-0.499,-0.499,-0.499,,0,0
1951-1952,Jake Fendley,1,4.0,-3.4,0.25,-0.601,0.0,-0.601,-0.601,-0.601,63.2,-0.601,-0.601,-0.601,-0.601,-0.1,0.0,-0.1,-0.601,-0.601,-0.601,-0.601,,0,0
1951-1952,Jim Pollard*,11,469.0,16.2,0.454,0.096,0.289,0.096,0.096,0.096,15.8,0.096,0.096,0.096,0.096,0.2,0.7,0.9,0.096,0.096,0.096,0.096,,0,1
1951-1952,Joe Fulks*,3,70.0,-3.7,0.23,-0.398,0.273,-0.398,-0.398,-0.398,5.7,-0.398,-0.398,-0.398,-0.398,-0.5,0.0,-0.6,-0.398,-0.398,-0.398,-0.398,,0,1
1951-1952,Joe Graboski,2,96.0,18.1,0.421,0.04,0.313,0.04,0.04,0.04,7.7,0.04,0.04,0.04,0.04,-0.1,0.2,0.1,0.04,0.04,0.04,0.04,,0,0
1951-1952,Joe Holland,1,1.0,0.0,0.545,0.018,0.633,0.018,0.018,0.018,0.0,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.018,0.018,0.018,0.018,,0,0
1951-1952,Joe Hutton,12,139.0,10.4,0.469,0.098,0.483,0.098,0.098,0.098,17.0,0.098,0.098,0.098,0.098,0.1,0.2,0.3,0.098,0.098,0.098,0.098,,0,0
1951-1952,John Mahnken,3,50.0,3.7,0.363,-0.028,0.857,-0.028,-0.028,-0.028,10.4,-0.028,-0.028,-0.028,-0.028,0.0,0.0,0.0,-0.028,-0.028,-0.028,-0.028,,0,0
1951-1952,Larry Foust,2,77.0,22.8,0.575,0.194,0.304,0.194,0.194,0.194,13.3,0.194,0.194,0.194,0.194,0.2,0.1,0.3,0.194,0.194,0.194,0.194,,0,0
1951-1952,Leo Barnhorst,2,85.0,13.9,0.418,0.036,0.206,0.036,0.036,0.036,21.4,0.036,0.036,0.036,0.036,-0.1,0.1,0.1,0.036,0.036,0.036,0.036,,0,0
1951-1952,Lew Hitch,13,152.0,9.8,0.35,0.035,0.84,0.035,0.035,0.035,11.1,0.035,0.035,0.035,0.035,-0.2,0.3,0.1,0.035,0.035,0.035,0.035,,0,0
1951-1952,Max Zaslofsky,14,506.0,14.7,0.486,0.087,0.595,0.087,0.087,0.087,10.5,0.087,0.087,0.087,0.087,0.7,0.2,0.9,0.087,0.087,0.087,0.087,,0,0
1951-1952,Mel Payton,3,18.0,8.1,0.694,0.111,1.0,0.111,0.111,0.111,10.8,0.111,0.111,0.111,0.111,0.1,0.0,0.0,0.111,0.111,0.111,0.111,,0,0
1951-1952,Nat Clifton*,14,462.0,12.4,0.397,-0.015,0.571,-0.015,-0.015,-0.015,15.2,-0.015,-0.015,-0.015,-0.015,-0.5,0.4,-0.1,-0.015,-0.015,-0.015,-0.015,,0,0
