Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Final MVP,HOF
1978-1979,Jacky Dorsey,1,1.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-0.047,-4.4,-2.7,-7.1,0.0,0,0
1978-1979,Jamaal Wilkes*,8,307.0,17.0,0.509,0.046,0.289,7.9,16.3,12.5,7.4,2.3,0.3,9.4,22.1,0.3,0.2,0.6,0.088,0.7,-0.3,0.4,0.2,0,1
1978-1979,James Silas,14,475.0,17.7,0.534,0.026,0.372,2.5,6.3,4.4,19.9,2.0,0.1,12.6,23.4,0.9,0.2,1.1,0.116,2.1,-0.7,1.4,0.4,0,0
1978-1979,Jan van Breda Kolff,2,81.0,10.3,0.464,0.024,0.3,11.6,11.5,11.6,10.7,0.0,1.9,18.1,12.2,0.1,0.0,0.1,0.032,-1.4,-0.9,-2.3,0.0,0,0
1978-1979,Jim Price,8,128.0,3.0,0.315,0.032,0.133,1.0,5.7,3.5,16.9,1.9,0.0,20.1,13.3,-0.3,0.0,-0.2,-0.093,-6.3,-0.2,-6.5,-0.1,0,0
1978-1979,Joe Bryant,7,35.0,7.3,0.391,0.057,0.077,0.0,2.8,1.5,17.8,1.3,0.0,6.9,31.9,0.0,0.0,0.0,-0.051,-6.2,-3.1,-9.3,-0.1,0,0
1978-1979,Joe Hassett,8,15.0,4.7,0.429,0.082,0.0,0.0,7.4,3.7,10.0,0.0,0.0,22.2,24.0,0.0,0.0,0.0,-0.109,-3.9,-4.4,-8.3,0.0,0,0
1978-1979,Joel Kramer,15,257.0,13.9,0.601,0.008,0.61,9.1,14.2,11.8,10.3,1.6,1.4,17.6,14.2,0.5,0.4,0.9,0.169,0.9,0.7,1.5,0.2,0,0
1978-1979,John Drew,9,275.0,15.5,0.479,0.048,0.351,7.8,13.7,10.9,4.0,1.7,0.8,9.6,25.6,0.3,0.3,0.6,0.106,-0.1,-1.0,-1.1,0.1,0,0
1978-1979,John Johnson,17,615.0,12.4,0.509,0.022,0.366,7.1,13.5,10.3,20.3,1.3,0.3,24.2,17.5,0.2,0.6,0.8,0.063,0.6,-0.7,-0.1,0.3,0,0
1978-1979,John Williamson,2,92.0,9.7,0.427,0.059,0.258,2.8,3.4,3.1,13.3,1.9,0.0,16.9,32.1,-0.2,0.0,-0.2,-0.092,-3.9,-2.6,-6.5,-0.1,0,0
1978-1979,Julius Erving*,9,372.0,22.1,0.568,0.054,0.39,8.5,11.0,9.8,20.7,2.2,2.3,15.9,24.9,1.0,0.4,1.3,0.174,5.6,0.7,6.3,0.8,0,1
1978-1979,Kareem Abdul-Jabbar*,8,367.0,26.5,0.636,0.052,0.408,6.0,23.6,15.5,15.6,1.0,4.7,13.9,24.2,1.3,0.4,1.7,0.222,5.2,2.8,8.0,0.9,0,1
1978-1979,Kenny Carr,8,117.0,9.2,0.558,0.008,0.229,4.2,11.6,8.2,4.6,1.6,0.9,22.2,18.1,-0.1,0.1,0.0,-0.004,-4.0,-0.3,-4.3,-0.1,0,0
1978-1979,Kevin Grevey,19,527.0,9.6,0.437,0.05,0.207,4.7,4.3,4.5,8.8,1.4,0.7,12.5,23.8,-0.2,0.3,0.0,0.004,-2.2,-1.0,-3.2,-0.2,0,0
1978-1979,Kim Hughes,3,35.0,3.6,0.521,0.02,1.0,8.7,25.7,16.8,0.0,2.6,0.0,51.0,6.6,0.0,0.0,0.0,-0.021,-6.7,0.3,-6.5,0.0,0,0
1978-1979,Larry Kenon,14,557.0,17.4,0.468,0.027,0.182,10.1,18.5,14.3,11.0,1.6,0.1,9.5,24.3,0.6,0.5,1.1,0.095,1.7,-1.5,0.2,0.3,0,0
1978-1979,Larry Steele,3,73.0,26.8,0.626,0.072,0.321,8.5,7.7,8.1,16.0,6.5,0.0,8.6,19.8,0.3,0.2,0.5,0.3,6.0,4.7,10.7,0.2,0,0
1978-1979,Larry Wright,18,331.0,13.7,0.531,0.052,0.233,3.5,4.1,3.8,20.2,1.5,0.6,16.0,20.1,0.5,0.2,0.6,0.093,-0.1,0.2,0.1,0.2,0,0
1978-1979,Lionel Hollins,3,66.0,2.6,0.361,0.015,0.269,1.6,3.4,2.5,10.8,2.2,0.0,19.4,22.6,-0.2,0.1,-0.2,-0.117,-7.2,-3.1,-10.2,-0.1,0,0
1978-1979,Lonnie Shelton,17,566.0,15.0,0.499,0.016,0.124,11.7,15.9,13.8,8.8,1.6,1.7,12.3,17.8,0.8,0.8,1.6,0.134,1.0,0.1,1.1,0.4,0,0
1978-1979,Lou Hudson*,6,90.0,12.1,0.563,0.067,0.125,1.4,3.5,2.5,12.4,0.5,0.0,12.9,18.4,0.1,0.0,0.1,0.038,-0.4,-1.8,-2.2,0.0,0,0
1978-1979,Louie Dampier*,7,55.0,16.1,0.585,0.04,0.5,1.8,7.3,4.5,18.9,2.5,0.9,5.5,12.8,0.2,0.0,0.2,0.17,0.6,2.5,3.1,0.1,0,1
1978-1979,Lucius Allen,5,73.0,12.2,0.52,0.074,0.188,2.5,7.9,4.9,7.0,1.2,0.8,12.6,20.4,0.1,0.1,0.1,0.084,-0.5,-0.8,-1.3,0.0,0,0
1978-1979,Mark Olberding,14,359.0,8.9,0.465,0.052,0.359,3.3,15.9,9.6,11.5,1.5,0.7,19.6,16.0,-0.1,0.3,0.2,0.021,-3.3,0.0,-3.3,-0.1,0,0
1978-1979,Marlon Redmond,1,2.0,-29.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0,-0.806,-22.3,-15.5,-37.8,0.0,0,0
1978-1979,Maurice Cheeks*,9,330.0,21.4,0.58,0.056,0.463,4.3,6.6,5.5,26.2,5.1,0.6,16.6,20.4,0.8,0.5,1.3,0.186,3.6,3.4,6.9,0.7,0,1
1978-1979,Maurice Lucas,3,104.0,10.2,0.374,0.042,0.171,2.0,32.5,16.6,25.3,1.4,0.6,20.0,21.9,-0.2,0.2,-0.1,-0.037,-2.7,0.2,-2.5,0.0,0,0
1978-1979,Mike Bratz,15,293.0,15.2,0.564,0.083,0.513,3.8,3.8,3.8,15.9,2.4,0.5,17.1,23.3,0.4,0.4,0.8,0.128,1.3,-0.2,1.0,0.2,0,0
1978-1979,Mike Dunleavy,1,10.0,-6.3,0.0,0.0,0.0,0.0,10.7,4.6,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,-0.167,-12.6,-3.4,-16.0,0.0,0,0
1978-1979,Mike Gale,14,302.0,13.6,0.491,0.054,0.253,3.3,6.3,4.8,23.5,2.4,0.7,14.2,14.5,0.4,0.2,0.6,0.091,-0.1,0.7,0.6,0.2,0,0
1978-1979,Mike Green,14,350.0,11.7,0.446,0.031,0.184,9.9,10.9,10.4,4.0,1.7,5.2,12.7,15.7,0.0,0.4,0.4,0.056,-2.3,1.1,-1.2,0.1,0,0
1978-1979,Mike Newlin,2,67.0,8.5,0.51,0.0,0.4,2.4,6.4,4.1,11.8,0.7,0.8,20.3,16.7,0.0,0.0,0.0,0.008,-4.0,-1.0,-5.0,-0.1,0,0
1978-1979,Mitch Kupchak,8,137.0,11.9,0.444,0.024,0.288,11.2,13.6,12.3,3.2,0.7,0.0,7.9,18.3,0.1,0.1,0.2,0.073,-0.2,-2.0,-2.1,0.0,0,0
1978-1979,Moses Malone*,2,78.0,28.7,0.501,0.007,0.439,26.1,21.9,24.3,4.9,0.6,5.4,14.1,27.7,0.2,0.1,0.3,0.166,6.7,-2.2,4.5,0.1,0,1
1978-1979,Mychal Thompson,3,121.0,17.7,0.505,0.035,0.185,7.7,20.5,13.8,8.3,0.8,2.5,7.9,21.6,0.2,0.2,0.3,0.127,2.3,-1.6,0.8,0.1,0,0
1978-1979,Norm Nixon,8,327.0,15.9,0.49,0.056,0.126,2.2,7.0,4.8,39.3,1.6,0.0,16.0,19.5,0.4,0.1,0.5,0.069,0.8,-1.1,-0.3,0.1,0,0
1978-1979,Otis Birdsong,5,168.0,19.3,0.566,0.087,0.5,4.4,6.9,5.5,9.5,2.7,0.0,9.7,23.0,0.4,0.2,0.7,0.186,3.8,0.5,4.3,0.3,0,0
1978-1979,Paul Silas,17,418.0,6.8,0.492,0.023,0.852,10.4,15.4,12.9,5.6,1.0,0.6,31.4,10.4,-0.2,0.5,0.3,0.034,-2.1,-0.6,-2.7,-0.1,0,0
1978-1979,Paul Westphal*,15,534.0,17.8,0.532,0.02,0.23,1.5,4.9,3.3,20.9,1.3,0.5,10.7,26.6,0.9,0.6,1.5,0.135,3.3,-1.6,1.8,0.5,0,1
1978-1979,Phil Chenier,9,97.0,-1.4,0.246,0.044,0.239,3.0,5.3,4.1,12.5,1.5,0.0,10.6,23.0,-0.4,0.1,-0.4,-0.179,-9.5,-2.2,-11.7,-0.2,0,0
1978-1979,Phil Ford,5,143.0,6.3,0.304,0.043,0.281,1.3,8.1,4.3,29.4,3.8,0.0,19.0,20.8,-0.5,0.2,-0.2,-0.078,-4.6,0.0,-4.5,-0.1,0,0
1978-1979,Phil Jackson*,2,20.0,10.0,0.515,0.0,0.667,8.6,5.2,7.0,0.0,2.2,0.0,0.0,6.9,0.0,0.0,0.0,0.094,-0.9,-0.2,-1.1,0.0,0,0
1978-1979,Ralph Simpson,2,10.0,10.9,0.4,0.02,0.0,0.0,20.6,9.4,28.3,0.0,0.0,16.7,21.4,0.0,0.0,0.0,-0.043,-2.5,-1.3,-3.7,0.0,0,0
1978-1979,Richard Washington,4,52.0,12.8,0.575,0.0,0.1,5.3,22.3,12.8,0.0,0.9,1.1,4.6,15.8,0.1,0.1,0.2,0.176,-2.5,-0.1,-2.5,0.0,0,0
1978-1979,Rick Barry*,2,65.0,12.1,0.421,0.112,0.32,2.5,9.8,5.7,22.1,0.0,1.6,6.6,17.8,0.1,0.0,0.1,0.063,-0.9,-0.6,-1.5,0.0,0,1
1978-1979,Rick Wilson,1,1.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-0.023,-3.2,-2.1,-5.4,0.0,0,0
1978-1979,Robert Reid,2,45.0,11.9,0.477,0.011,0.529,9.0,9.5,9.2,7.5,1.1,2.3,19.3,21.9,0.0,0.0,0.0,-0.003,-2.4,-0.9,-3.2,0.0,0,0
1978-1979,Robert Smith,3,25.0,0.5,0.127,0.044,0.286,4.1,4.5,4.3,17.3,3.7,0.0,20.2,15.6,-0.1,0.0,-0.1,-0.182,-7.5,-0.1,-7.5,0.0,0,0
1978-1979,Ron Boone,8,226.0,11.6,0.545,0.043,0.273,3.8,3.7,3.7,8.4,1.9,0.0,14.0,18.9,0.2,0.0,0.2,0.046,-2.1,-0.6,-2.7,0.0,0,0
1978-1979,Ron Brewer,3,94.0,21.8,0.593,0.067,0.333,4.4,8.4,6.3,14.5,0.5,5.7,10.1,21.8,0.3,0.1,0.4,0.198,6.2,0.4,6.6,0.2,0,0
1978-1979,Ron Carter,2,2.0,-15.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,-0.551,-12.8,-9.3,-22.1,0.0,0,0
1978-1979,Rudy Tomjanovich*,2,64.0,12.0,0.397,0.007,0.217,8.9,11.7,10.1,5.1,0.8,0.8,3.8,15.5,0.0,0.0,0.0,0.031,0.7,-2.2,-1.6,0.0,0,0
1978-1979,Sam Lacey,5,176.0,12.5,0.467,0.044,0.452,8.9,22.4,14.9,16.9,2.3,3.3,27.4,14.8,-0.1,0.3,0.2,0.062,-0.7,2.0,1.3,0.1,0,0
1978-1979,Scott Wedman,5,174.0,16.9,0.521,0.073,0.41,6.9,16.0,10.9,8.8,2.3,1.0,13.2,22.9,0.2,0.3,0.5,0.133,2.2,0.1,2.3,0.2,0,0
1978-1979,Slick Watts,2,43.0,10.5,0.429,0.197,0.2,7.6,7.4,7.5,26.7,4.6,1.2,30.0,20.6,-0.1,0.0,-0.1,-0.069,-3.8,2.2,-1.6,0.0,0,0
1978-1979,Steve Hawes,9,243.0,18.7,0.516,0.026,0.148,11.9,13.9,13.0,17.6,1.7,0.7,5.5,15.8,0.7,0.2,1.0,0.192,3.9,1.1,5.0,0.4,0,0
1978-1979,Steve Mix,9,179.0,14.6,0.572,0.043,0.254,7.3,12.8,10.2,11.8,1.5,0.0,14.4,16.5,0.4,0.1,0.5,0.129,1.2,-0.5,0.8,0.1,0,0
1978-1979,T.R. Dunn,3,52.0,10.7,0.455,0.0,0.0,4.0,8.7,6.2,10.6,4.6,0.0,8.3,9.5,0.0,0.1,0.1,0.107,-1.1,1.9,0.8,0.0,0,0
1978-1979,Ted McClain,14,103.0,10.0,0.524,0.081,0.471,5.4,10.8,8.2,18.2,2.7,0.0,28.1,22.3,-0.1,0.2,0.1,0.035,-2.9,0.0,-2.9,0.0,0,0
1978-1979,Terry Furlow,9,244.0,21.0,0.543,0.049,0.248,4.8,8.1,6.6,19.3,1.5,0.4,8.7,23.7,0.8,0.1,0.9,0.181,5.1,0.1,5.2,0.4,0,0
1978-1979,Tim Bassett,2,17.0,5.9,0.51,0.0,0.4,10.1,0.0,5.5,0.0,0.0,0.0,14.5,14.4,0.0,0.0,0.0,0.02,-5.6,-3.1,-8.8,0.0,0,0
1978-1979,Tom Boswell,3,120.0,21.5,0.639,0.034,0.371,11.8,12.2,12.0,17.8,1.2,2.2,12.8,15.4,0.5,0.0,0.5,0.201,5.1,1.4,6.5,0.3,0,0
1978-1979,Tom Henderson,19,559.0,10.2,0.419,0.027,0.297,2.6,3.7,3.1,26.2,1.5,0.6,16.8,16.7,0.0,0.3,0.3,0.022,-0.9,-0.6,-1.5,0.1,0,0
1978-1979,Tom McMillen,9,163.0,11.8,0.515,0.028,0.413,9.2,11.5,10.4,6.0,0.6,0.3,12.8,16.1,0.3,0.1,0.3,0.098,-0.5,-1.3,-1.8,0.0,0,0
1978-1979,Tom Owens,3,80.0,14.0,0.507,0.007,0.258,11.7,14.1,12.8,9.9,2.4,0.7,16.9,21.4,0.0,0.1,0.1,0.086,-1.0,-1.1,-2.2,0.0,0,0
1978-1979,Tree Rollins,9,212.0,12.1,0.45,0.011,0.255,9.6,23.1,16.8,3.2,0.7,6.0,19.8,14.1,-0.1,0.4,0.3,0.063,-2.5,2.0,-0.5,0.1,0,0
1978-1979,Truck Robinson,15,392.0,11.4,0.464,0.05,0.496,10.8,21.4,16.4,3.7,0.7,1.6,15.5,20.5,-0.1,0.7,0.6,0.075,-1.6,-1.9,-3.5,-0.1,0,0
1978-1979,Wally Walker,13,85.0,2.2,0.394,0.023,0.25,9.0,13.1,11.0,3.0,0.0,0.0,18.4,10.3,0.0,0.1,0.0,0.01,-5.5,-1.9,-7.3,-0.1,0,0
1978-1979,Walter Davis*,15,490.0,21.8,0.58,0.027,0.393,5.5,9.3,7.5,27.8,2.5,0.5,18.7,28.9,1.0,0.8,1.7,0.171,5.8,0.1,5.9,1.0,0,0
1978-1979,Wes Unseld*,19,736.0,15.4,0.524,0.025,0.405,11.8,22.8,17.1,11.8,1.1,1.0,13.9,11.6,1.2,1.0,2.2,0.141,2.0,1.3,3.2,1.0,0,1
1979-1980,Allen Leavell,7,149.0,9.8,0.413,0.105,0.553,1.5,7.7,4.6,20.4,2.0,0.0,11.3,15.0,0.1,0.0,0.1,0.019,-2.8,0.6,-2.2,0.0,0,0
1979-1980,Alonzo Bradley,4,15.0,42.2,0.714,0.111,0.556,7.7,15.4,11.5,14.6,3.3,0.0,0.0,31.3,0.1,0.0,0.1,0.411,15.1,5.5,20.5,0.1,0,0
1979-1980,Alvan Adams,8,251.0,21.9,0.601,0.0,0.192,7.9,25.5,16.8,26.4,1.3,2.2,18.3,21.6,0.5,0.3,0.8,0.157,4.2,2.1,6.2,0.5,0,0
1979-1980,Alvin Scott,8,140.0,10.8,0.52,0.061,0.242,6.3,10.8,8.6,9.0,1.4,2.0,16.1,12.8,0.1,0.1,0.1,0.039,-0.2,-0.1,-0.3,0.1,0,0
1979-1980,Armond Hill,5,109.0,8.7,0.496,0.033,0.4,1.9,4.3,3.1,21.2,1.9,0.6,23.8,18.2,-0.1,0.0,0.0,-0.011,-2.7,-0.7,-3.4,0.0,0,0
1979-1980,Bernard Toone,4,6.0,-16.2,0.0,0.25,0.0,0.0,17.6,9.1,20.1,0.0,0.0,0.0,28.1,-0.1,0.0,-0.1,-0.537,-15.0,-7.6,-22.6,0.0,0,0
1979-1980,Bill Robinzine,3,69.0,16.3,0.581,0.0,0.417,10.2,18.4,14.0,0.0,2.2,0.0,17.4,20.6,0.1,0.1,0.1,0.095,0.0,-0.6,-0.6,0.0,0,0
1979-1980,Billy McKinney,3,34.0,6.6,0.4,0.2,0.0,5.9,3.4,4.7,29.1,0.0,0.0,37.5,9.7,0.0,0.0,0.0,-0.028,-1.8,-2.2,-4.0,0.0,0,0
1979-1980,Billy Paultz,7,128.0,5.1,0.348,0.0,0.175,10.8,18.9,14.9,8.3,0.4,1.4,20.3,17.7,-0.3,0.0,-0.3,-0.108,-5.5,-1.4,-6.9,-0.2,0,0
1979-1980,Billy Ray Bates,3,104.0,21.8,0.576,0.119,0.237,2.1,9.0,5.5,21.1,2.5,0.6,18.7,33.1,0.2,0.1,0.2,0.105,3.3,0.8,4.1,0.2,0,0
1979-1980,Bob Gross,3,51.0,6.3,0.515,0.0,0.667,2.2,6.9,4.5,10.0,1.0,0.0,20.5,12.3,0.0,0.0,0.0,0.023,-4.0,0.0,-4.0,0.0,0,0
1979-1980,Bob Lanier*,7,256.0,20.9,0.565,0.0,0.416,7.6,20.7,14.3,19.6,1.4,1.8,12.5,22.3,0.6,0.4,1.1,0.199,5.4,1.1,6.6,0.5,0,1
1979-1980,Bobby Jones*,18,470.0,19.4,0.585,0.006,0.36,7.0,12.8,10.0,10.4,2.2,3.9,10.3,20.0,1.1,0.8,1.9,0.19,3.8,1.3,5.1,0.8,0,1
1979-1980,Brad Holland,9,32.0,17.0,0.595,0.0,0.4,6.8,9.9,8.4,12.2,7.3,0.0,20.3,18.2,0.1,0.1,0.1,0.186,-1.7,6.4,4.7,0.1,0,0
1979-1980,Brian Winters,7,268.0,13.6,0.532,0.21,0.1,1.7,7.0,4.4,21.3,2.0,0.0,13.3,18.8,0.3,0.3,0.6,0.11,2.0,-0.2,1.9,0.3,0,0
1979-1980,Butch Lee,3,6.0,-12.3,1.136,0.0,0.237,0.0,17.6,8.9,0.0,0.0,0.0,77.3,25.5,-0.1,0.0,0.0,-0.372,-18.9,-6.0,-24.8,0.0,0,0
1979-1980,Caldwell Jones,18,639.0,11.5,0.52,0.023,0.403,8.9,22.3,15.8,7.2,1.0,3.3,19.6,12.5,0.2,1.1,1.3,0.1,-0.4,0.3,-0.1,0.3,0,0
1979-1980,Calvin Murphy*,7,265.0,14.9,0.576,0.037,0.12,1.7,2.6,2.2,15.4,2.1,0.0,12.3,20.5,0.5,-0.1,0.4,0.077,-0.1,0.3,0.2,0.1,0,1
1979-1980,Calvin Natt,3,125.0,10.3,0.458,0.042,0.208,7.9,14.1,10.9,2.4,0.8,0.5,16.0,21.4,-0.1,0.0,-0.1,-0.021,-1.9,-1.9,-3.8,-0.1,0,0
1979-1980,Cedric Maxwell,9,320.0,21.8,0.684,0.0,0.656,10.9,21.2,16.0,8.8,0.8,1.9,15.5,18.8,1.1,0.6,1.7,0.255,6.1,0.3,6.4,0.7,0,0
1979-1980,Charlie Criss,5,152.0,15.0,0.544,0.051,0.203,0.0,3.9,1.8,25.5,2.0,0.0,14.6,21.3,0.2,0.0,0.2,0.074,1.5,-0.4,1.1,0.1,0,0
1979-1980,Chris Ford,9,279.0,9.7,0.479,0.165,0.19,3.6,6.6,5.1,10.2,2.5,1.3,13.2,15.0,0.1,0.5,0.5,0.091,-0.8,1.5,0.7,0.2,0,0
1979-1980,Clint Richardson,3,3.0,4.0,0.333,0.667,0.0,0.0,0.0,0.0,0.0,16.1,0.0,25.0,56.3,0.0,0.0,0.0,-0.515,-13.3,2.3,-10.9,0.0,0,0
1979-1980,Dan Roundfield,5,174.0,20.0,0.509,0.014,0.507,15.1,22.4,18.5,11.0,1.2,3.0,11.5,23.6,0.3,0.2,0.5,0.134,3.0,-0.4,2.6,0.2,0,0
1979-1980,Darryl Dawkins,18,607.0,17.2,0.559,0.013,0.391,8.2,16.1,12.3,8.8,1.0,4.0,14.2,22.6,0.7,0.9,1.6,0.125,1.6,-0.2,1.4,0.5,0,0
1979-1980,Dave Corzine,2,9.0,29.5,0.85,0.0,0.4,23.2,12.3,17.9,0.0,0.0,0.0,33.8,40.4,0.0,0.0,0.0,0.063,1.7,-1.1,0.6,0.0,0,0
1979-1980,Dave Cowens*,9,301.0,14.1,0.501,0.019,0.107,6.7,18.4,12.5,10.0,1.5,1.4,6.9,16.3,0.4,0.6,1.0,0.155,1.7,0.7,2.5,0.3,0,1
1979-1980,Dave Meyers,7,195.0,10.1,0.439,0.048,0.484,9.4,10.8,10.1,10.4,2.3,1.8,16.6,19.4,-0.2,0.3,0.1,0.026,-1.0,0.0,-1.0,0.0,0,0
1979-1980,Dave Twardzik,2,20.0,2.7,0.25,0.0,0.0,5.5,17.6,11.4,12.6,5.1,0.0,42.9,15.0,-0.1,0.0,-0.1,-0.159,-8.3,3.1,-5.2,0.0,0,0
1979-1980,Dennis Johnson*,15,582.0,12.7,0.474,0.061,0.254,4.6,7.5,6.0,14.8,2.3,1.0,13.7,22.2,0.2,0.6,0.8,0.068,0.6,0.0,0.6,0.4,0,1
1979-1980,Don Buse,8,236.0,11.2,0.494,0.203,0.172,3.7,6.0,4.9,23.3,1.2,0.0,15.9,14.3,0.2,0.0,0.2,0.041,0.3,-1.2,-1.0,0.1,0,0
1979-1980,Eddie Johnson,5,188.0,18.8,0.562,0.0,0.378,1.7,9.4,5.3,20.1,2.1,0.7,11.3,22.2,0.4,0.1,0.5,0.131,3.1,0.8,3.9,0.3,0,0
1979-1980,Elvin Hayes*,2,92.0,13.5,0.441,0.0,0.244,11.3,14.4,12.8,9.7,0.0,2.4,8.1,22.0,0.0,0.0,0.0,0.017,-0.8,-1.7,-2.6,0.0,0,1
1979-1980,Eric Fernsten,5,18.0,11.8,0.41,0.0,0.5,18.8,12.8,15.8,0.0,0.0,10.0,21.5,21.9,0.0,0.0,0.0,0.01,0.1,-0.5,-0.5,0.0,0,0
1979-1980,Ernie Grunfeld,3,32.0,9.9,0.533,0.0,0.333,3.1,0.0,1.7,0.0,1.6,0.0,0.0,13.3,0.0,0.0,0.1,0.081,-1.3,-0.4,-1.7,0.0,0,0
1979-1980,Fred Brown,15,313.0,14.8,0.492,0.187,0.115,5.5,7.8,6.6,17.7,0.3,0.2,10.7,28.1,0.3,0.2,0.5,0.072,2.8,-2.7,0.0,0.2,0,0
1979-1980,Gar Heard,8,223.0,10.9,0.439,0.0,0.268,9.4,15.5,12.5,6.6,1.9,2.7,11.3,13.0,0.1,0.2,0.2,0.054,-1.4,0.4,-1.0,0.1,0,0
1979-1980,George Gervin*,3,122.0,28.2,0.573,0.027,0.405,7.7,10.2,8.9,18.3,2.0,1.4,9.4,33.4,0.5,0.0,0.5,0.181,6.2,0.4,6.7,0.3,0,1
1979-1980,Gerald Henderson,9,101.0,11.8,0.459,0.054,0.541,4.5,6.8,5.6,16.7,2.0,0.0,13.3,22.1,0.0,0.1,0.1,0.066,0.1,-0.7,-0.6,0.0,0,0
1979-1980,Greg Ballard,2,73.0,3.4,0.354,0.0,0.25,2.9,18.1,10.3,13.3,0.7,0.8,20.5,21.9,-0.3,0.0,-0.3,-0.17,-7.4,-1.7,-9.1,-0.1,0,0
1979-1980,Gus Gerard,3,26.0,8.2,0.425,0.0,0.4,15.5,17.7,16.5,10.8,0.0,0.0,25.4,25.0,-0.1,0.0,-0.1,-0.109,-3.6,-3.4,-7.0,0.0,0,0
1979-1980,Gus Williams,15,564.0,21.7,0.552,0.018,0.303,5.7,5.9,5.8,25.9,3.0,0.7,12.7,26.9,1.4,0.6,2.0,0.173,5.9,1.0,6.9,1.3,0,0
1979-1980,Harvey Catchings,6,64.0,8.0,0.387,0.0,0.667,9.0,27.6,18.5,4.0,0.0,7.2,20.5,6.4,0.0,0.1,0.1,0.089,-3.2,2.5,-0.7,0.0,0,0
1979-1980,Henry Bibby,18,400.0,9.2,0.462,0.105,0.403,4.3,7.6,6.0,18.2,0.8,0.0,15.6,18.3,0.0,0.3,0.3,0.034,-0.8,-2.4,-3.2,-0.1,0,0
1979-1980,Jack Givens,4,36.0,-2.5,0.214,0.0,0.0,2.9,13.1,7.7,12.3,2.8,0.0,17.6,20.3,-0.2,0.0,-0.2,-0.213,-10.1,-1.0,-11.1,-0.1,0,0
1979-1980,Jack Sikma*,15,534.0,11.9,0.471,0.012,0.331,6.1,20.0,12.9,14.5,1.6,0.5,15.8,17.1,0.2,0.7,0.9,0.084,-0.2,0.6,0.5,0.3,0,1
1979-1980,Jamaal Wilkes*,16,652.0,15.8,0.51,0.003,0.184,8.9,12.2,10.5,10.3,1.7,0.4,9.9,21.3,1.1,0.6,1.7,0.127,2.2,-1.2,1.0,0.5,0,1
1979-1980,James Bailey,12,138.0,14.1,0.521,0.0,0.455,6.3,13.7,9.9,5.3,3.2,3.7,14.6,18.4,0.1,0.2,0.3,0.113,-1.1,2.3,1.2,0.1,0,0
1979-1980,James Silas,3,90.0,16.4,0.526,0.0,0.306,1.2,7.6,4.2,15.1,3.3,0.6,10.9,21.5,0.1,0.0,0.1,0.059,-2.2,1.7,-0.5,0.0,0,0
1979-1980,Jeff Cook,7,98.0,22.9,0.762,0.0,1.083,5.6,17.7,11.7,9.5,2.0,1.1,12.4,17.0,0.5,0.1,0.5,0.268,4.8,1.4,6.1,0.2,0,0
1979-1980,Jeff Judkins,7,10.0,39.8,0.563,0.375,0.0,33.8,11.5,22.8,0.0,4.9,0.0,0.0,33.9,0.1,0.0,0.1,0.37,18.3,1.7,20.0,0.1,0,0
1979-1980,Jim Brewer,3,67.0,22.8,0.928,0.0,0.3,9.9,17.5,13.6,6.4,3.8,1.7,8.1,7.9,0.3,0.1,0.4,0.265,5.5,4.3,9.8,0.2,0,0
1979-1980,Jim Chones,16,439.0,7.3,0.448,0.0,0.288,7.9,17.3,12.7,7.8,0.9,0.8,19.4,14.8,-0.2,0.4,0.2,0.025,-2.6,-1.1,-3.8,-0.2,0,0
1979-1980,Jim Cleamons,2,20.0,-2.4,0.0,0.0,0.0,0.0,5.5,2.7,5.9,2.4,0.0,25.0,8.2,-0.1,0.0,-0.1,-0.199,-9.0,-1.2,-10.2,0.0,0,0
1979-1980,Jim McElroy,5,32.0,12.2,0.536,0.111,0.556,3.3,3.7,3.5,19.7,0.0,0.0,15.2,17.7,0.0,0.0,0.0,0.053,1.6,-2.2,-0.6,0.0,0,0
1979-1980,Jim Paxson,3,44.0,11.8,0.429,0.0,0.375,0.0,10.7,5.2,9.3,2.3,1.3,9.7,20.1,0.0,0.0,0.0,0.027,-2.0,1.3,-0.6,0.0,0,0
1979-1980,Jim Spanarkel,5,8.0,6.4,0.347,0.0,1.0,0.0,13.2,6.8,15.1,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.043,-3.1,-2.2,-5.4,0.0,0,0
1979-1980,John Brown,5,58.0,0.6,0.36,0.077,0.154,3.6,16.3,9.6,2.5,0.9,1.1,26.5,14.0,-0.2,0.0,-0.1,-0.103,-7.2,-1.1,-8.3,-0.1,0,0
1979-1980,John Drew,5,150.0,12.2,0.466,0.0,0.556,7.0,15.8,11.1,4.5,2.4,0.0,13.3,25.9,-0.1,0.1,0.1,0.024,-2.1,-1.1,-3.3,0.0,0,0
