Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Final MVP,HOF
1970-1971,Gail Goodrich*,12,518.0,20.0,0.514,0.013,0.457,3.26,9.02,3.6,28.0,2.38,1.04,13.78,23.12,1.2,0.2,1.4,0.131,3.46,0.48,3.98,,0,1
1970-1971,Gus Johnson*,11,365.0,15.9,0.481,0.021,0.367,9.54,21.44,14.5,12.0,1.3,2.42,14.86,23.02,0.3,0.7,0.9,0.125,2.8,1.26,3.98,,0,1
1970-1971,Hal Greer*,7,265.0,13.1,0.489,0.037,0.321,4.62,10.78,4.2,18.0,1.62,0.84,13.86,23.36,0.3,0.1,0.3,0.062,1.04,-0.28,0.78,,0,1
1970-1971,Jerry Lucas*,5,171.0,19.6,0.53,0.01,0.208,5.94,9.66,13.5,17.0,2.12,1.12,13.02,22.4,0.4,0.0,0.4,0.108,1.56,0.48,2.04,,0,1
1970-1971,Kareem Abdul-Jabbar*,14,577.0,25.3,0.548,0.02,0.342,7.24,13.5,19.2,9.0,1.92,2.12,13.44,24.96,1.9,1.3,3.3,0.271,2.56,0.14,2.68,,0,1
1970-1971,Nate Thurmond*,5,192.0,13.0,0.416,0.017,0.206,6.22,9.08,12.3,13.2,2.0,1.4,13.42,22.78,-0.2,0.0,-0.2,-0.057,2.68,0.4,3.08,,0,1
1970-1971,Oscar Robertson*,14,520.0,21.1,0.533,0.013,0.329,3.26,9.02,6.3,32.2,2.38,1.04,13.78,23.12,1.3,1.0,2.3,0.213,3.46,0.48,3.98,,0,1
1970-1971,Pete Maravich*,5,199.0,14.2,0.412,0.017,0.213,4.74,8.48,5.8,19.5,2.06,1.44,13.42,22.78,-0.3,0.1,-0.2,-0.039,2.32,0.42,2.74,,0,1
1970-1971,Walt Bellamy*,5,216.0,21.0,0.636,0.017,0.42,6.1,11.72,14.9,7.0,1.28,1.38,12.66,24.36,0.9,0.2,1.0,0.231,4.02,-0.42,3.62,,0,1
1970-1971,Walt Frazier*,12,501.0,20.2,0.572,0.013,0.368,6.42,14.72,6.4,16.7,2.02,1.72,13.38,23.36,1.8,0.7,2.5,0.236,2.94,0.54,3.5,,0,1
1970-1971,Wes Unseld*,18,759.0,17.3,0.488,0.025,0.389,8.2,24.98,20.7,12.8,1.6,2.5,12.98,21.54,0.6,1.8,2.4,0.149,4.48,1.28,5.76,,0,1
1970-1971,Willis Reed*,12,504.0,13.5,0.441,0.013,0.199,6.42,14.72,13.2,7.6,2.02,1.72,14.48,22.78,-0.1,0.8,0.7,0.065,2.94,0.54,3.5,,0,1
1970-1971,Wilt Chamberlain*,12,554.0,19.1,0.479,0.025,0.519,3.48,9.78,21.3,14.1,2.2,0.68,13.12,24.58,0.4,0.4,0.8,0.07,1.78,-0.02,1.78,,0,1
1971-1972,Bill Bradley*,16,594.0,12.7,0.515,0.018,0.247,7.74,14.52,4.1,13.3,1.74,2.26,12.26,25.8,0.8,0.4,1.3,0.104,1.9,0.1,2.02,,0,1
1971-1972,Bob Dandridge*,11,441.0,17.1,0.529,0.023,0.248,5.7,13.78,9.6,6.7,1.24,0.88,12.76,21.78,0.9,0.8,1.7,0.185,1.48,-0.5,1.0,,0,1
1971-1972,Chet Walker*,4,97.0,13.2,0.5,0.115,0.421,3.96,10.32,6.9,5.8,1.12,0.92,15.66,19.16,0.1,0.0,0.1,0.073,-2.84,-1.4,-4.28,,0,1
1971-1972,Dave Cowens*,11,441.0,14.2,0.481,0.023,0.301,5.7,13.78,16.8,9.9,1.24,0.88,12.76,21.78,0.2,0.2,0.5,0.051,1.48,-0.5,1.0,,0,1
1971-1972,Dave DeBusschere*,16,616.0,16.1,0.492,0.021,0.264,7.94,15.78,16.1,8.8,1.6,2.22,12.66,23.68,0.5,0.8,1.3,0.104,2.06,0.12,2.2,,0,1
1971-1972,Earl Monroe*,16,429.0,13.2,0.469,0.023,0.308,4.22,8.38,5.4,16.0,1.66,0.86,12.76,21.78,0.1,0.4,0.5,0.057,2.18,-0.12,2.08,,0,1
1971-1972,Gail Goodrich*,15,575.0,17.7,0.526,0.02,0.37,5.74,10.04,3.0,14.2,1.92,1.16,13.12,24.58,1.3,0.6,2.0,0.166,1.74,-0.48,1.26,,0,1
1971-1972,Gus Johnson*,5,77.0,4.8,0.324,0.115,0.067,6.3,12.78,17.8,6.2,1.1,1.1,9.12,18.78,-0.3,0.0,-0.3,-0.176,-1.88,-0.9,-2.8,,0,1
1971-1972,Jerry Lucas*,16,737.0,17.5,0.552,0.025,0.298,7.32,19.92,12.1,16.5,1.94,1.18,12.94,20.9,1.5,0.9,2.4,0.159,3.96,1.14,5.1,,0,1
1971-1972,Jerry West*,15,608.0,18.8,0.445,0.021,0.312,7.74,14.52,5.4,35.1,1.74,2.26,14.08,23.84,-0.2,1.2,1.0,0.078,1.9,0.1,2.02,,0,1
1971-1972,Jo Jo White*,11,432.0,19.2,0.535,0.023,0.218,4.22,8.38,6.7,20.2,1.66,0.86,12.76,21.78,1.0,0.2,1.2,0.134,2.18,-0.12,2.08,,0,1
1971-1972,John Havlicek*,11,517.0,19.9,0.54,0.013,0.421,3.26,9.02,8.7,19.1,2.38,1.04,13.78,23.12,1.3,0.2,1.5,0.141,3.46,0.48,3.98,,0,1
1971-1972,Kareem Abdul-Jabbar*,11,510.0,22.4,0.462,0.013,0.17,7.58,15.74,17.0,16.5,1.84,1.26,14.48,22.38,0.1,1.5,1.6,0.147,3.18,0.22,3.4,,0,1
1971-1972,Nate Thurmond*,5,230.0,21.2,0.473,0.024,0.23,5.88,16.04,17.7,19.1,1.54,2.02,13.72,23.88,0.1,0.2,0.4,0.073,4.36,0.32,4.68,,0,1
1971-1972,Oscar Robertson*,11,380.0,16.4,0.462,0.022,0.257,5.9,15.86,7.3,27.7,1.52,1.2,14.86,23.02,0.1,1.0,1.1,0.134,2.48,0.32,2.8,,0,1
1971-1972,Pete Maravich*,6,219.0,22.4,0.545,0.017,0.587,6.22,13.76,6.8,19.4,1.54,1.76,12.66,24.36,0.7,0.1,0.8,0.168,4.92,0.24,5.16,,0,1
1971-1972,Walt Bellamy*,6,247.0,15.9,0.529,0.026,0.5,9.28,20.92,15.4,6.0,1.22,2.86,14.2,21.22,0.4,0.1,0.5,0.089,1.1,0.68,1.8,,0,1
1971-1972,Walt Frazier*,16,704.0,21.5,0.586,0.025,0.453,4.0,11.18,8.2,21.3,2.06,1.22,14.76,19.08,2.6,0.8,3.3,0.227,3.34,0.18,3.5,,0,1
1971-1972,Wes Unseld*,6,266.0,13.7,0.504,0.02,0.292,5.8,14.4,15.5,15.2,1.48,1.2,13.9,23.72,0.2,-0.1,0.1,0.024,2.14,-0.12,2.06,,0,1
1971-1972,Wilt Chamberlain*,15,703.0,17.8,0.562,0.025,0.859,6.38,14.34,20.2,9.6,1.84,1.44,13.74,18.44,1.2,1.8,3.0,0.205,2.94,0.52,3.42,,1,1
1972-1973,Bill Bradley*,17,587.0,12.0,0.49,0.02,0.226,7.74,14.52,5.1,10.4,1.74,2.26,13.44,24.96,0.6,0.4,1.0,0.078,1.9,0.1,2.02,,0,1
1972-1973,Bob Dandridge*,6,204.0,11.3,0.472,0.017,0.355,7.38,12.1,7.1,4.9,1.9,1.52,13.6,24.04,0.1,0.2,0.3,0.072,3.52,0.28,3.8,,0,1
1972-1973,Chet Walker*,7,229.0,15.7,0.426,0.024,0.306,5.88,16.02,12.2,9.5,1.54,1.36,13.72,23.88,-0.2,0.4,0.2,0.043,3.18,-0.06,3.14,,0,1
1972-1973,Dave Cowens*,13,598.0,17.8,0.49,0.018,0.15,7.74,14.52,18.2,11.5,1.74,2.26,12.66,23.68,0.6,0.7,1.3,0.107,1.9,0.1,2.02,,0,1
1972-1973,Dave DeBusschere*,17,632.0,16.0,0.469,0.015,0.151,6.78,16.84,15.0,12.8,1.48,1.84,14.1,22.96,0.3,0.7,1.0,0.079,2.04,0.16,2.24,,0,1
1972-1973,Earl Monroe*,16,504.0,17.7,0.556,0.013,0.227,6.42,14.72,5.3,14.8,2.02,1.72,13.46,24.68,1.5,0.4,1.9,0.177,2.94,0.54,3.5,,0,1
1972-1973,Elvin Hayes*,5,228.0,20.0,0.54,0.024,0.314,7.96,17.46,14.0,3.6,1.22,1.96,13.72,23.88,0.6,-0.1,0.5,0.107,3.04,-0.22,2.84,,0,1
1972-1973,Gail Goodrich*,17,604.0,16.8,0.493,0.021,0.255,7.74,14.52,4.6,17.8,1.74,2.26,12.66,23.68,0.9,0.6,1.5,0.119,1.9,0.1,2.02,,0,1
1972-1973,Jerry Lucas*,17,368.0,14.7,0.524,0.021,0.205,8.86,19.1,12.2,14.0,1.54,2.26,14.86,23.02,0.6,0.4,1.0,0.125,2.92,1.2,4.06,,0,1
1972-1973,Jerry West*,17,638.0,22.7,0.512,0.015,0.378,7.2,15.14,5.4,33.6,1.94,1.54,15.18,20.2,1.5,0.9,2.4,0.184,3.02,0.52,3.56,,0,1
1972-1973,Jo Jo White*,13,583.0,16.4,0.493,0.02,0.18,7.24,13.5,4.7,20.9,1.92,2.12,12.42,26.86,0.8,0.4,1.2,0.101,2.56,0.14,2.68,,0,1
1972-1973,John Havlicek*,12,479.0,19.7,0.533,0.008,0.315,5.8,15.66,6.5,20.0,1.68,1.48,12.14,25.0,1.3,0.4,1.7,0.166,2.48,0.46,2.96,,0,1
1972-1973,Kareem Abdul-Jabbar*,6,276.0,17.7,0.447,0.022,0.254,8.76,17.52,18.3,9.6,1.44,1.54,14.8,24.62,-0.1,0.5,0.5,0.08,2.0,-0.46,1.54,,0,1
1972-1973,Nate Thurmond*,11,460.0,14.8,0.448,0.008,0.248,5.88,13.8,15.1,12.4,1.36,1.16,12.82,23.62,0.0,0.5,0.5,0.051,1.86,-0.34,1.52,,0,1
1972-1973,Oscar Robertson*,6,256.0,21.0,0.572,0.037,0.354,4.58,12.64,5.7,26.4,1.68,1.84,11.72,22.32,0.9,0.4,1.3,0.236,1.9,0.84,2.76,,0,1
1972-1973,Paul Westphal*,11,109.0,9.3,0.511,0.047,0.179,3.86,11.6,3.2,11.2,1.14,0.4,16.36,21.58,0.1,0.1,0.2,0.09,-2.24,-0.9,-3.16,,0,1
1972-1973,Pete Maravich*,6,234.0,18.5,0.462,0.024,0.219,4.74,13.42,5.8,25.2,1.66,1.9,11.9,25.94,0.1,0.2,0.3,0.068,3.46,0.46,3.92,,0,1
1972-1973,Rick Barry*,11,292.0,17.7,0.478,0.009,0.335,8.0,17.94,8.8,13.3,1.2,2.32,10.98,20.96,0.3,0.2,0.5,0.088,1.7,0.5,2.22,,0,1
1972-1973,Walt Bellamy*,6,247.0,10.8,0.411,0.026,0.36,8.34,18.1,13.7,6.4,1.2,2.08,14.2,21.22,-0.2,0.3,0.0,0.007,1.52,-0.06,1.5,,0,1
1972-1973,Walt Frazier*,17,765.0,19.7,0.559,0.025,0.322,6.96,19.78,8.6,19.6,1.42,2.06,12.98,21.54,2.3,0.8,3.0,0.189,4.26,0.74,5.0,,0,1
1972-1973,Wes Unseld*,5,201.0,14.2,0.435,0.017,0.396,7.38,12.1,21.2,11.3,1.9,1.52,13.42,22.78,0.0,-0.2,-0.2,-0.051,3.52,0.28,3.8,,0,1
1972-1973,Willis Reed*,17,486.0,15.1,0.488,0.008,0.101,7.4,17.86,14.0,8.8,1.78,2.36,12.14,25.0,0.5,0.5,1.0,0.096,2.42,0.68,3.14,,1,1
1972-1973,Wilt Chamberlain*,17,801.0,16.7,0.556,0.025,0.845,6.8,16.42,21.7,9.7,1.22,1.16,12.86,23.32,1.1,1.6,2.7,0.162,3.54,0.18,3.74,,0,1
1973-1974,Bill Bradley*,12,425.0,8.5,0.44,0.023,0.182,1.9,5.3,3.5,4.6,0.8,0.4,12.76,21.78,-0.1,0.1,0.0,0.002,-2.6,-1.1,-3.7,-0.2,0,1
1973-1974,Bob Dandridge*,16,648.0,16.5,0.519,0.02,0.17,5.6,13.8,10.1,10.2,1.6,0.8,16.5,16.68,1.0,0.9,1.9,0.142,1.4,0.1,1.5,0.6,0,1
1973-1974,Bob Lanier*,7,303.0,25.2,0.545,0.009,0.25,9.6,26.0,18.4,12.3,0.7,2.5,11.38,20.52,0.9,0.5,1.5,0.233,5.5,0.9,6.5,0.7,0,1
1973-1974,Bob McAdoo*,6,271.0,21.1,0.529,0.014,0.296,4.9,23.4,14.3,5.2,1.0,2.3,14.8,24.62,0.5,0.4,1.0,0.174,3.3,0.7,4.0,0.4,0,1
1973-1974,Chet Walker*,11,403.0,20.7,0.594,0.022,0.497,6.1,10.4,8.0,7.7,1.2,0.1,14.72,22.34,1.6,-0.1,1.6,0.188,4.1,-0.5,3.6,0.6,0,1
1973-1974,Connie Hawkins*,5,172.0,12.0,0.405,0.01,0.25,7.0,15.9,11.0,14.4,1.9,0.3,13.02,22.4,-0.1,0.1,0.0,0.001,-2.0,0.3,-1.7,0.0,0,1
1973-1974,Dave Bing*,7,312.0,14.2,0.458,0.017,0.229,2.2,6.2,4.3,21.1,0.5,0.2,12.24,19.14,0.2,0.1,0.3,0.053,0.6,-1.9,-1.3,0.1,0,1
1973-1974,Dave Cowens*,18,772.0,16.6,0.466,0.025,0.159,8.3,24.4,16.5,13.0,1.3,1.2,12.98,21.54,0.6,1.5,2.1,0.129,2.0,0.3,2.3,0.8,0,1
1973-1974,Dave DeBusschere*,12,404.0,12.4,0.403,0.022,0.175,6.2,20.5,13.0,14.4,0.8,0.6,14.72,22.34,-0.3,0.3,0.0,0.005,-0.8,-0.5,-1.3,0.1,0,1
1973-1974,Earl Monroe*,12,407.0,17.8,0.552,0.022,0.333,2.0,11.0,6.3,10.1,1.0,1.2,14.72,22.34,1.0,0.2,1.2,0.143,2.7,0.2,2.9,0.5,0,1
1973-1974,Elvin Hayes*,7,323.0,24.9,0.562,0.022,0.287,10.3,25.4,18.1,11.2,0.8,2.5,11.58,20.92,1.1,0.5,1.6,0.239,6.0,0.8,6.8,0.7,0,1
1973-1974,Gail Goodrich*,5,189.0,17.3,0.469,0.017,0.367,3.2,5.0,4.0,27.3,1.7,0.3,12.38,22.78,0.2,0.0,0.2,0.043,1.9,-0.7,1.2,0.2,0,1
1973-1974,Jerry Lucas*,11,115.0,5.1,0.238,0.033,0.0,5.3,15.6,10.2,10.2,1.7,0.0,16.36,21.58,-0.2,0.1,-0.1,-0.031,-3.0,0.7,-2.3,0.0,0,1
1973-1974,Jerry West*,1,14.0,-1.6,0.222,0.111,0.0,0.0,15.0,6.8,11.5,0.0,0.0,12.2,19.42,-0.1,0.0,-0.1,-0.302,-11.8,-4.6,-16.4,-0.1,0,1
1973-1974,Jo Jo White*,18,765.0,11.9,0.451,0.025,0.148,2.4,7.9,5.2,18.5,0.9,0.1,12.98,21.54,0.3,0.9,1.2,0.076,0.4,-1.0,-0.6,0.3,0,1
1973-1974,John Havlicek*,18,811.0,20.5,0.535,0.025,0.246,3.7,11.4,7.6,21.5,1.4,0.4,12.66,23.1,2.4,1.2,3.5,0.208,5.8,0.0,5.8,1.6,1,1
1973-1974,Kareem Abdul-Jabbar*,16,758.0,28.3,0.583,0.025,0.226,10.4,24.1,17.9,17.2,1.3,2.7,12.98,21.54,3.2,1.5,4.7,0.297,8.3,1.6,9.9,2.2,0,1
1973-1974,Oscar Robertson*,16,689.0,15.1,0.503,0.025,0.26,2.6,5.6,4.2,28.4,1.1,0.3,14.76,19.08,1.0,0.5,1.5,0.106,1.8,-1.0,0.8,0.5,0,1
1973-1974,Paul Westphal*,18,241.0,13.0,0.483,0.024,0.15,2.7,6.5,4.6,19.1,1.6,0.4,12.5,22.76,0.1,0.3,0.5,0.09,0.1,0.0,0.1,0.1,0,1
1973-1974,Walt Frazier*,12,491.0,21.3,0.548,0.008,0.218,4.3,16.9,10.3,16.9,2.1,0.5,13.38,23.36,1.3,0.5,1.8,0.178,3.3,1.5,4.8,0.8,0,1
1973-1974,Wes Unseld*,7,297.0,13.8,0.51,0.009,0.238,8.0,21.8,15.0,12.8,0.7,0.2,13.04,20.16,0.4,0.3,0.7,0.113,1.9,0.4,2.3,0.3,0,1
1973-1974,Willis Reed*,11,132.0,5.4,0.392,0.033,0.111,3.1,15.3,8.9,4.5,0.7,0.0,12.2,20.14,-0.2,0.1,-0.2,-0.057,-6.2,-0.9,-7.1,-0.2,0,1
1974-1975,Bill Bradley*,3,88.0,7.5,0.402,0.115,0.083,5.2,5.9,5.6,10.6,1.1,0.0,14.08,23.14,0.0,0.0,-0.1,-0.046,-3.8,-1.5,-5.3,-0.1,0,1
1974-1975,Bob Lanier*,3,128.0,21.5,0.542,0.033,0.235,4.5,20.9,13.3,23.0,1.5,4.7,13.46,27.72,0.2,0.2,0.4,0.151,2.0,4.0,6.0,0.3,0,1
1974-1975,Bob McAdoo*,7,327.0,24.3,0.528,0.022,0.338,7.8,23.2,15.2,5.6,0.8,3.1,11.58,20.92,0.8,0.3,1.1,0.168,5.0,-0.7,4.3,0.5,0,1
1974-1975,Calvin Murphy*,8,305.0,19.8,0.538,0.017,0.365,3.3,3.7,3.5,22.2,2.1,0.2,10.72,21.76,0.9,-0.1,0.8,0.128,1.7,-0.9,0.9,0.2,0,1
1974-1975,Chet Walker*,13,432.0,18.2,0.579,0.023,0.457,2.4,12.2,7.2,9.7,1.5,0.1,12.76,21.78,1.3,0.6,1.8,0.205,3.5,-0.2,3.4,0.6,0,1
1974-1975,Dave Bing*,3,134.0,13.9,0.455,0.033,0.277,2.6,5.9,4.4,31.0,1.8,0.0,11.34,23.4,0.0,0.1,0.1,0.021,-2.0,-1.3,-3.3,0.0,0,1
1974-1975,Dave Cowens*,11,479.0,16.9,0.455,0.008,0.11,10.0,31.7,20.0,13.6,1.7,0.7,12.82,23.62,0.6,0.5,1.0,0.103,1.5,0.4,2.0,0.5,0,1
1974-1975,Earl Monroe*,3,89.0,11.2,0.384,0.115,0.489,1.3,9.4,5.5,11.1,2.2,1.2,14.08,23.14,-0.2,0.0,-0.2,-0.13,-5.6,-1.7,-7.3,-0.1,0,1
1974-1975,Elvin Hayes*,17,751.0,18.8,0.507,0.025,0.341,6.6,17.9,12.6,7.9,1.6,2.6,12.98,21.54,0.9,1.3,2.2,0.138,2.6,0.3,2.9,0.9,0,1
1974-1975,Jamaal Wilkes*,17,503.0,16.5,0.473,0.013,0.189,5.9,18.4,12.0,8.8,2.4,1.6,14.48,22.78,0.3,1.0,1.3,0.126,2.2,-0.2,1.9,0.5,0,1
1974-1975,Jo Jo White*,11,462.0,14.7,0.47,0.008,0.145,3.8,8.0,5.7,19.4,1.1,0.5,12.82,23.62,0.7,0.1,0.8,0.08,1.3,-0.9,0.4,0.3,0,1
1974-1975,John Havlicek*,11,464.0,15.7,0.515,0.008,0.396,3.8,9.7,6.5,14.9,1.6,0.1,12.82,23.62,1.1,0.1,1.2,0.124,1.5,-0.1,1.4,0.4,0,1
1974-1975,Nate Thurmond*,13,254.0,13.6,0.424,0.013,0.974,9.7,26.0,17.8,17.4,1.0,4.7,15.42,21.58,-0.1,0.6,0.4,0.08,-0.9,3.1,2.2,0.3,0,1
1974-1975,Paul Westphal*,11,183.0,15.4,0.495,0.005,0.222,2.7,5.0,3.8,24.6,1.5,0.6,11.36,20.7,0.3,0.0,0.3,0.083,1.3,-0.2,1.1,0.1,0,1
1974-1975,Rick Barry*,17,726.0,22.5,0.505,0.025,0.258,3.0,10.3,6.6,23.8,3.2,1.2,12.94,20.9,1.8,1.3,3.1,0.204,6.3,0.7,7.0,1.7,1,1
1974-1975,Walt Frazier*,3,124.0,27.3,0.669,0.033,0.348,2.8,14.3,8.8,33.3,4.3,0.0,13.46,27.72,0.6,0.1,0.6,0.251,5.1,4.0,9.1,0.3,0,1
1974-1975,Wes Unseld*,17,734.0,15.0,0.58,0.025,0.469,9.6,27.7,19.2,11.5,0.9,1.4,12.94,20.9,1.1,1.4,2.5,0.162,3.5,1.2,4.7,1.3,0,1
1975-1976,Bob Dandridge*,3,122.0,17.2,0.571,0.033,0.408,3.7,17.1,11.6,9.6,1.1,0.0,16.34,23.88,0.2,0.0,0.2,0.098,-0.1,-1.0,-1.0,0.0,0,1
1975-1976,Bob Lanier*,9,359.0,25.3,0.606,0.022,0.291,11.9,22.7,17.3,12.6,1.0,3.1,14.86,23.02,1.5,0.1,1.6,0.213,5.0,1.0,5.9,0.7,0,1
1975-1976,Bob McAdoo*,9,406.0,19.8,0.502,0.022,0.381,8.6,24.7,17.0,11.6,0.8,2.2,14.72,22.34,0.4,0.5,0.8,0.095,1.3,-0.5,0.8,0.3,0,1
1975-1976,Charlie Scott*,18,632.0,12.0,0.439,0.015,0.254,3.9,8.9,6.4,17.9,1.6,0.7,14.1,22.96,-0.3,1.0,0.7,0.052,-1.5,-0.2,-1.6,0.1,0,1
1975-1976,Dave Bing*,7,209.0,17.4,0.525,0.017,0.461,3.3,5.5,4.5,23.4,1.7,0.5,13.42,22.78,0.3,0.3,0.5,0.123,2.8,-0.8,2.0,0.2,0,1
1975-1976,Dave Cowens*,18,798.0,18.9,0.498,0.025,0.255,11.7,27.8,19.7,17.1,1.3,0.9,12.86,23.32,1.0,1.7,2.7,0.163,3.6,0.7,4.3,1.3,0,1
1975-1976,Elvin Hayes*,7,305.0,17.9,0.479,0.009,0.451,6.0,22.5,15.0,5.9,0.8,4.9,11.38,20.52,-0.1,0.8,0.7,0.11,1.8,1.0,2.8,0.4,0,1
1975-1976,George McGinnis*,3,120.0,20.1,0.501,0.029,0.295,7.9,30.1,18.6,15.5,0.4,1.9,14.24,25.94,0.2,0.1,0.3,0.136,3.0,-0.1,2.9,0.1,0,1
1975-1976,Jamaal Wilkes*,13,450.0,14.5,0.471,0.023,0.225,5.6,18.4,11.9,8.8,1.2,1.0,12.82,23.62,0.4,0.4,0.8,0.087,0.5,-1.5,-1.0,0.1,0,1
1975-1976,Jo Jo White*,18,791.0,15.6,0.494,0.025,0.256,1.6,7.9,4.8,20.8,1.4,0.1,12.86,23.32,1.0,1.1,2.1,0.127,2.1,-0.5,1.6,0.7,1,1
1975-1976,John Havlicek*,15,505.0,13.0,0.493,0.013,0.261,3.8,8.0,5.9,15.6,1.1,0.6,13.46,24.68,0.5,0.7,1.3,0.12,1.7,0.0,1.7,0.5,0,1
1975-1976,Nate Thurmond*,13,375.0,13.4,0.467,0.022,0.405,10.3,23.6,16.6,10.9,0.8,4.5,14.86,23.02,0.1,0.8,0.9,0.116,-0.1,2.2,2.0,0.4,0,1
1975-1976,Paul Westphal*,19,685.0,19.1,0.551,0.025,0.288,2.1,5.3,3.7,23.3,2.3,0.7,14.76,19.08,1.3,0.6,1.9,0.134,3.0,0.1,3.0,0.8,0,1
1975-1976,Rick Barry*,13,532.0,20.9,0.489,0.024,0.235,3.8,12.7,8.2,23.0,3.3,1.4,13.78,23.12,1.0,0.7,1.7,0.151,3.4,0.9,4.3,0.8,0,1
1975-1976,Roger Brown,9,51.0,7.7,0.465,0.111,0.444,15.0,14.9,15.0,4.6,0.0,1.0,9.8,19.8,0.0,0.0,0.0,-0.019,-4.4,-1.7,-6.1,-0.1,0,1
1975-1976,Wes Unseld*,7,310.0,11.5,0.494,0.009,0.615,9.5,18.2,14.2,13.3,1.0,0.7,12.24,19.14,0.1,0.6,0.7,0.111,1.8,0.3,2.1,0.3,0,1
1976-1977,Artis Gilmore*,3,126.0,18.3,0.559,0.033,0.575,13.4,24.9,18.7,8.1,1.1,3.7,14.24,25.94,0.2,0.2,0.3,0.129,2.2,-0.2,2.0,0.1,0,1
1976-1977,Bill Walton*,19,755.0,19.7,0.527,0.025,0.189,8.1,31.8,20.3,19.4,1.2,4.7,12.98,21.54,0.8,1.8,2.5,0.162,4.0,2.1,6.0,1.5,1,1
1976-1977,Bob Lanier*,3,118.0,28.8,0.674,0.02,0.352,11.0,27.0,19.6,8.7,1.2,2.8,12.6,26.18,0.6,0.1,0.7,0.294,6.6,1.8,8.5,0.3,0,1
1976-1977,Bobby Jones*,6,187.0,16.7,0.504,0.0,0.266,6.1,13.9,9.9,17.3,4.1,4.1,12.1,21.98,0.1,0.4,0.5,0.135,2.0,3.9,5.9,0.4,0,1
1976-1977,Calvin Murphy*,12,420.0,17.7,0.513,0.023,0.141,1.8,3.2,2.5,25.4,2.1,0.3,13.8,21.04,1.0,0.0,1.0,0.113,1.4,-0.1,1.3,0.4,0,1
1976-1977,Charlie Scott*,9,338.0,12.6,0.49,0.025,0.406,4.5,6.7,5.6,16.0,1.7,0.3,14.08,23.38,0.2,0.3,0.5,0.077,-0.3,0.1,-0.2,0.2,0,1
1976-1977,Dan Issel*,6,222.0,19.3,0.57,0.017,0.469,8.4,19.6,13.8,12.9,1.0,1.0,12.66,24.36,0.6,0.2,0.9,0.185,4.6,-0.7,3.9,0.3,0,1
1976-1977,Dave Bing*,8,55.0,14.8,0.474,0.111,0.125,5.9,5.5,5.7,15.2,0.0,0.9,9.92,19.94,0.0,0.0,0.1,0.047,0.5,-2.2,-1.6,0.0,0,1
1976-1977,Dave Cowens*,9,379.0,14.5,0.472,0.022,0.149,7.7,27.5,17.7,13.9,0.9,1.8,14.86,23.02,0.2,0.6,0.8,0.101,1.3,1.2,2.5,0.4,0,1
1976-1977,David Thompson*,6,237.0,17.5,0.513,0.024,0.438,5.7,8.2,6.9,17.5,1.7,0.9,11.9,25.94,0.4,0.2,0.6,0.12,3.3,-1.1,2.2,0.2,0,1
1976-1977,Elvin Hayes*,9,405.0,15.7,0.475,0.022,0.341,7.7,23.3,15.7,6.3,1.2,2.7,14.72,22.34,0.2,0.6,0.8,0.092,0.0,0.4,0.4,0.2,0,1
1976-1977,George Gervin*,2,62.0,18.6,0.494,0.111,0.341,7.6,11.5,9.3,8.8,0.7,1.7,9.92,19.94,0.0,0.0,0.1,0.055,1.6,-1.6,-0.1,0.0,0,1
1976-1977,George McGinnis*,19,603.0,14.2,0.416,0.021,0.418,10.7,22.7,16.8,16.1,1.7,0.5,12.66,23.68,-0.6,0.8,0.2,0.015,-1.6,-1.0,-2.6,-0.1,0,1
1976-1977,Jamaal Wilkes*,10,346.0,14.2,0.466,0.025,0.182,4.8,18.2,11.2,6.4,2.2,0.9,15.18,24.0,0.3,0.4,0.7,0.099,0.5,0.5,1.0,0.3,0,1
1976-1977,Jo Jo White*,9,395.0,14.6,0.487,0.022,0.164,2.6,7.3,4.9,21.0,1.6,0.0,14.86,23.02,0.4,0.4,0.8,0.095,1.7,-0.3,1.4,0.3,0,1
1976-1977,John Havlicek*,9,375.0,12.6,0.437,0.022,0.299,4.0,9.0,6.5,23.9,1.0,0.6,14.86,23.02,0.0,0.3,0.3,0.038,0.3,-0.9,-0.5,0.1,0,1
1976-1977,Julius Erving*,19,758.0,22.9,0.577,0.025,0.344,5.6,10.7,8.2,18.4,2.4,1.6,12.98,21.54,2.6,0.8,3.4,0.215,6.6,0.7,7.4,1.8,0,1
1976-1977,Kareem Abdul-Jabbar*,11,467.0,32.4,0.646,0.008,0.496,11.4,31.5,21.6,18.1,1.9,4.2,12.82,23.62,2.3,0.9,3.2,0.332,9.6,2.6,12.2,1.7,0,1
1976-1977,Louie Dampier*,2,62.0,5.7,0.338,0.111,0.25,0.0,5.7,2.5,18.4,0.7,0.8,9.92,19.94,-0.1,0.0,-0.1,-0.06,-4.3,-1.2,-5.6,-0.1,0,1
1976-1977,Moses Malone*,12,518.0,18.5,0.557,0.013,0.562,17.6,25.8,21.7,1.7,1.2,2.2,14.48,22.38,1.3,0.4,1.7,0.16,2.4,-0.6,1.8,0.5,0,1
